outcomes,bet_price,title,date
Jeb Bush,15000.0,US Presidential Election 2020 - Odds To Win,2019-03-18 09:26:08.083569
Kanye West,15000.0,US Presidential Election 2020 - Odds To Win,2019-03-18 09:26:08.083569
Mark Zuckerberg,15000.0,US Presidential Election 2020 - Odds To Win,2019-03-18 09:26:08.083569
Tammy Duckworth,15000.0,US Presidential Election 2020 - Odds To Win,2019-03-18 09:26:08.083569
Tim Kaine,15000.0,US Presidential Election 2020 - Odds To Win,2019-03-18 09:26:08.083569
Trey Gowdy,15000.0,US Presidential Election 2020 - Odds To Win,2019-03-18 09:26:08.083569
Chelsea Clinton,20000.0,US Presidential Election 2020 - Odds To Win,2019-03-18 09:26:08.083569
Leonardo DiCaprio,20000.0,US Presidential Election 2020 - Odds To Win,2019-03-18 09:26:08.083569
Will Smith,20000.0,US Presidential Election 2020 - Odds To Win,2019-03-18 09:26:08.083569
Joe Rogan,25000.0,US Presidential Election 2020 - Odds To Win,2019-03-18 09:26:08.083569
Tom Brady,25000.0,US Presidential Election 2020 - Odds To Win,2019-03-18 09:26:08.083569
Donald Trump,230.0,US Presidential Election 2020 - Odds To Win,2019-03-19 09:55:17.932094
Bernie Sanders,600.0,US Presidential Election 2020 - Odds To Win,2019-03-19 09:55:17.932094
Kamala Harris,600.0,US Presidential Election 2020 - Odds To Win,2019-03-19 09:55:17.932094
Joe Biden,700.0,US Presidential Election 2020 - Odds To Win,2019-03-19 09:55:17.932094
Beto O'Rourke,1000.0,US Presidential Election 2020 - Odds To Win,2019-03-19 09:55:17.932094
Andrew Yang,2000.0,US Presidential Election 2020 - Odds To Win,2019-03-19 09:55:17.932094
Amy Klobuchar,2500.0,US Presidential Election 2020 - Odds To Win,2019-03-19 09:55:17.932094
Elizabeth Warren,2500.0,US Presidential Election 2020 - Odds To Win,2019-03-19 09:55:17.932094
Sherrod Brown,2800.0,US Presidential Election 2020 - Odds To Win,2019-03-19 09:55:17.932094
Kirsten Gillibrand,3300.0,US Presidential Election 2020 - Odds To Win,2019-03-19 09:55:17.932094
Mike Pence,3300.0,US Presidential Election 2020 - Odds To Win,2019-03-19 09:55:17.932094
Cory Booker,3500.0,US Presidential Election 2020 - Odds To Win,2019-03-19 09:55:17.932094
Tulsi Gabbard,4000.0,US Presidential Election 2020 - Odds To Win,2019-03-19 09:55:17.932094
Mark Cuban,5000.0,US Presidential Election 2020 - Odds To Win,2019-03-19 09:55:17.932094
Michelle Obama,5000.0,US Presidential Election 2020 - Odds To Win,2019-03-19 09:55:17.932094
Nikki Haley,5000.0,US Presidential Election 2020 - Odds To Win,2019-03-19 09:55:17.932094
Pete Buttigieg,5000.0,US Presidential Election 2020 - Odds To Win,2019-03-19 09:55:17.932094
Howard Schultz,6000.0,US Presidential Election 2020 - Odds To Win,2019-03-19 09:55:17.932094
John Hickenlooper,6600.0,US Presidential Election 2020 - Odds To Win,2019-03-19 09:55:17.932094
John Kasich,6600.0,US Presidential Election 2020 - Odds To Win,2019-03-19 09:55:17.932094
Julian Castro,6600.0,US Presidential Election 2020 - Odds To Win,2019-03-19 09:55:17.932094
Michael Avenatti,6600.0,US Presidential Election 2020 - Odds To Win,2019-03-19 09:55:17.932094
Mitt Romney,7500.0,US Presidential Election 2020 - Odds To Win,2019-03-19 09:55:17.932094
Oprah Winfrey,7500.0,US Presidential Election 2020 - Odds To Win,2019-03-19 09:55:17.932094
Eric Garcetti,8000.0,US Presidential Election 2020 - Odds To Win,2019-03-19 09:55:17.932094
Marco Rubio,8000.0,US Presidential Election 2020 - Odds To Win,2019-03-19 09:55:17.932094
Orrin Hatch,8000.0,US Presidential Election 2020 - Odds To Win,2019-03-19 09:55:17.932094
Rahm Emanuel,8000.0,US Presidential Election 2020 - Odds To Win,2019-03-19 09:55:17.932094
Tom Wolf,8000.0,US Presidential Election 2020 - Odds To Win,2019-03-19 09:55:17.932094
Andrew Cuomo,10000.0,US Presidential Election 2020 - Odds To Win,2019-03-19 09:55:17.932094
Ben Shapiro,10000.0,US Presidential Election 2020 - Odds To Win,2019-03-19 09:55:17.932094
Bill Gates,10000.0,US Presidential Election 2020 - Odds To Win,2019-03-19 09:55:17.932094
Dwayne 'The Rock' Johnson,10000.0,US Presidential Election 2020 - Odds To Win,2019-03-19 09:55:17.932094
George Clooney,10000.0,US Presidential Election 2020 - Odds To Win,2019-03-19 09:55:17.932094
Joe Kennedy III,10000.0,US Presidential Election 2020 - Odds To Win,2019-03-19 09:55:17.932094
Paul Ryan,10000.0,US Presidential Election 2020 - Odds To Win,2019-03-19 09:55:17.932094
Rand Paul,10000.0,US Presidential Election 2020 - Odds To Win,2019-03-19 09:55:17.932094
Ted Cruz,10000.0,US Presidential Election 2020 - Odds To Win,2019-03-19 09:55:17.932094
Bob Iger,12500.0,US Presidential Election 2020 - Odds To Win,2019-03-19 09:55:17.932094
Chris Murphy,12500.0,US Presidential Election 2020 - Odds To Win,2019-03-19 09:55:17.932094
Hillary Clinton,12500.0,US Presidential Election 2020 - Odds To Win,2019-03-19 09:55:17.932094
Martin O'Malley,12500.0,US Presidential Election 2020 - Odds To Win,2019-03-19 09:55:17.932094
Mitch Landrieu,12500.0,US Presidential Election 2020 - Odds To Win,2019-03-19 09:55:17.932094
Terry McAuliffe,12500.0,US Presidential Election 2020 - Odds To Win,2019-03-19 09:55:17.932094
Tom Steyer,12500.0,US Presidential Election 2020 - Odds To Win,2019-03-19 09:55:17.932094
Ivanka Trump,15000.0,US Presidential Election 2020 - Odds To Win,2019-03-19 09:55:17.932094
Jeb Bush,15000.0,US Presidential Election 2020 - Odds To Win,2019-03-19 09:55:17.932094
Kanye West,15000.0,US Presidential Election 2020 - Odds To Win,2019-03-19 09:55:17.932094
Mark Zuckerberg,15000.0,US Presidential Election 2020 - Odds To Win,2019-03-19 09:55:17.932094
Tammy Duckworth,15000.0,US Presidential Election 2020 - Odds To Win,2019-03-19 09:55:17.932094
Tim Kaine,15000.0,US Presidential Election 2020 - Odds To Win,2019-03-19 09:55:17.932094
Trey Gowdy,15000.0,US Presidential Election 2020 - Odds To Win,2019-03-19 09:55:17.932094
Chelsea Clinton,20000.0,US Presidential Election 2020 - Odds To Win,2019-03-19 09:55:17.932094
Leonardo DiCaprio,20000.0,US Presidential Election 2020 - Odds To Win,2019-03-19 09:55:17.932094
Will Smith,20000.0,US Presidential Election 2020 - Odds To Win,2019-03-19 09:55:17.932094
Joe Rogan,25000.0,US Presidential Election 2020 - Odds To Win,2019-03-19 09:55:17.932094
Tom Brady,25000.0,US Presidential Election 2020 - Odds To Win,2019-03-19 09:55:17.932094
Donald Trump,230.0,US Presidential Election 2020 - Odds To Win,2019-03-19 19:15:39.053569
Bernie Sanders,600.0,US Presidential Election 2020 - Odds To Win,2019-03-19 19:15:39.053569
Kamala Harris,600.0,US Presidential Election 2020 - Odds To Win,2019-03-19 19:15:39.053569
Joe Biden,700.0,US Presidential Election 2020 - Odds To Win,2019-03-19 19:15:39.053569
Beto O'Rourke,1000.0,US Presidential Election 2020 - Odds To Win,2019-03-19 19:15:39.053569
Andrew Yang,2000.0,US Presidential Election 2020 - Odds To Win,2019-03-19 19:15:39.053569
Amy Klobuchar,2500.0,US Presidential Election 2020 - Odds To Win,2019-03-19 19:15:39.053569
Elizabeth Warren,2500.0,US Presidential Election 2020 - Odds To Win,2019-03-19 19:15:39.053569
Sherrod Brown,2800.0,US Presidential Election 2020 - Odds To Win,2019-03-19 19:15:39.053569
Kirsten Gillibrand,3300.0,US Presidential Election 2020 - Odds To Win,2019-03-19 19:15:39.053569
Mike Pence,3300.0,US Presidential Election 2020 - Odds To Win,2019-03-19 19:15:39.053569
Cory Booker,3500.0,US Presidential Election 2020 - Odds To Win,2019-03-19 19:15:39.053569
Tulsi Gabbard,4000.0,US Presidential Election 2020 - Odds To Win,2019-03-19 19:15:39.053569
Mark Cuban,5000.0,US Presidential Election 2020 - Odds To Win,2019-03-19 19:15:39.053569
Michelle Obama,5000.0,US Presidential Election 2020 - Odds To Win,2019-03-19 19:15:39.053569
Nikki Haley,5000.0,US Presidential Election 2020 - Odds To Win,2019-03-19 19:15:39.053569
Pete Buttigieg,5000.0,US Presidential Election 2020 - Odds To Win,2019-03-19 19:15:39.053569
Howard Schultz,6000.0,US Presidential Election 2020 - Odds To Win,2019-03-19 19:15:39.053569
John Hickenlooper,6600.0,US Presidential Election 2020 - Odds To Win,2019-03-19 19:15:39.053569
John Kasich,6600.0,US Presidential Election 2020 - Odds To Win,2019-03-19 19:15:39.053569
Julian Castro,6600.0,US Presidential Election 2020 - Odds To Win,2019-03-19 19:15:39.053569
Michael Avenatti,6600.0,US Presidential Election 2020 - Odds To Win,2019-03-19 19:15:39.053569
Mitt Romney,7500.0,US Presidential Election 2020 - Odds To Win,2019-03-19 19:15:39.053569
Oprah Winfrey,7500.0,US Presidential Election 2020 - Odds To Win,2019-03-19 19:15:39.053569
Eric Garcetti,8000.0,US Presidential Election 2020 - Odds To Win,2019-03-19 19:15:39.053569
Marco Rubio,8000.0,US Presidential Election 2020 - Odds To Win,2019-03-19 19:15:39.053569
Orrin Hatch,8000.0,US Presidential Election 2020 - Odds To Win,2019-03-19 19:15:39.053569
Rahm Emanuel,8000.0,US Presidential Election 2020 - Odds To Win,2019-03-19 19:15:39.053569
Tom Wolf,8000.0,US Presidential Election 2020 - Odds To Win,2019-03-19 19:15:39.053569
Andrew Cuomo,10000.0,US Presidential Election 2020 - Odds To Win,2019-03-19 19:15:39.053569
Ben Shapiro,10000.0,US Presidential Election 2020 - Odds To Win,2019-03-19 19:15:39.053569
Bill Gates,10000.0,US Presidential Election 2020 - Odds To Win,2019-03-19 19:15:39.053569
Dwayne 'The Rock' Johnson,10000.0,US Presidential Election 2020 - Odds To Win,2019-03-19 19:15:39.053569
George Clooney,10000.0,US Presidential Election 2020 - Odds To Win,2019-03-19 19:15:39.053569
Joe Kennedy III,10000.0,US Presidential Election 2020 - Odds To Win,2019-03-19 19:15:39.053569
Paul Ryan,10000.0,US Presidential Election 2020 - Odds To Win,2019-03-19 19:15:39.053569
Rand Paul,10000.0,US Presidential Election 2020 - Odds To Win,2019-03-19 19:15:39.053569
Ted Cruz,10000.0,US Presidential Election 2020 - Odds To Win,2019-03-19 19:15:39.053569
Bob Iger,12500.0,US Presidential Election 2020 - Odds To Win,2019-03-19 19:15:39.053569
Chris Murphy,12500.0,US Presidential Election 2020 - Odds To Win,2019-03-19 19:15:39.053569
Hillary Clinton,12500.0,US Presidential Election 2020 - Odds To Win,2019-03-19 19:15:39.053569
Martin O'Malley,12500.0,US Presidential Election 2020 - Odds To Win,2019-03-19 19:15:39.053569
Mitch Landrieu,12500.0,US Presidential Election 2020 - Odds To Win,2019-03-19 19:15:39.053569
Terry McAuliffe,12500.0,US Presidential Election 2020 - Odds To Win,2019-03-19 19:15:39.053569
Tom Steyer,12500.0,US Presidential Election 2020 - Odds To Win,2019-03-19 19:15:39.053569
Ivanka Trump,15000.0,US Presidential Election 2020 - Odds To Win,2019-03-19 19:15:39.053569
Jeb Bush,15000.0,US Presidential Election 2020 - Odds To Win,2019-03-19 19:15:39.053569
Kanye West,15000.0,US Presidential Election 2020 - Odds To Win,2019-03-19 19:15:39.053569
Mark Zuckerberg,15000.0,US Presidential Election 2020 - Odds To Win,2019-03-19 19:15:39.053569
Tammy Duckworth,15000.0,US Presidential Election 2020 - Odds To Win,2019-03-19 19:15:39.053569
Tim Kaine,15000.0,US Presidential Election 2020 - Odds To Win,2019-03-19 19:15:39.053569
Trey Gowdy,15000.0,US Presidential Election 2020 - Odds To Win,2019-03-19 19:15:39.053569
Chelsea Clinton,20000.0,US Presidential Election 2020 - Odds To Win,2019-03-19 19:15:39.053569
Leonardo DiCaprio,20000.0,US Presidential Election 2020 - Odds To Win,2019-03-19 19:15:39.053569
Will Smith,20000.0,US Presidential Election 2020 - Odds To Win,2019-03-19 19:15:39.053569
Joe Rogan,25000.0,US Presidential Election 2020 - Odds To Win,2019-03-19 19:15:39.053569
Tom Brady,25000.0,US Presidential Election 2020 - Odds To Win,2019-03-19 19:15:39.053569
Donald Trump,230.0,US Presidential Election 2020 - Odds To Win,2019-03-20 12:45:30.641116
Bernie Sanders,600.0,US Presidential Election 2020 - Odds To Win,2019-03-20 12:45:30.641116
Kamala Harris,600.0,US Presidential Election 2020 - Odds To Win,2019-03-20 12:45:30.641116
Joe Biden,700.0,US Presidential Election 2020 - Odds To Win,2019-03-20 12:45:30.641116
Beto O'Rourke,1000.0,US Presidential Election 2020 - Odds To Win,2019-03-20 12:45:30.641116
Andrew Yang,2000.0,US Presidential Election 2020 - Odds To Win,2019-03-20 12:45:30.641116
Amy Klobuchar,2500.0,US Presidential Election 2020 - Odds To Win,2019-03-20 12:45:30.641116
Elizabeth Warren,2500.0,US Presidential Election 2020 - Odds To Win,2019-03-20 12:45:30.641116
Sherrod Brown,2800.0,US Presidential Election 2020 - Odds To Win,2019-03-20 12:45:30.641116
Kirsten Gillibrand,3300.0,US Presidential Election 2020 - Odds To Win,2019-03-20 12:45:30.641116
Mike Pence,3300.0,US Presidential Election 2020 - Odds To Win,2019-03-20 12:45:30.641116
Cory Booker,3500.0,US Presidential Election 2020 - Odds To Win,2019-03-20 12:45:30.641116
Tulsi Gabbard,4000.0,US Presidential Election 2020 - Odds To Win,2019-03-20 12:45:30.641116
Mark Cuban,5000.0,US Presidential Election 2020 - Odds To Win,2019-03-20 12:45:30.641116
Michelle Obama,5000.0,US Presidential Election 2020 - Odds To Win,2019-03-20 12:45:30.641116
Nikki Haley,5000.0,US Presidential Election 2020 - Odds To Win,2019-03-20 12:45:30.641116
Pete Buttigieg,5000.0,US Presidential Election 2020 - Odds To Win,2019-03-20 12:45:30.641116
Howard Schultz,6000.0,US Presidential Election 2020 - Odds To Win,2019-03-20 12:45:30.641116
John Hickenlooper,6600.0,US Presidential Election 2020 - Odds To Win,2019-03-20 12:45:30.641116
John Kasich,6600.0,US Presidential Election 2020 - Odds To Win,2019-03-20 12:45:30.641116
Julian Castro,6600.0,US Presidential Election 2020 - Odds To Win,2019-03-20 12:45:30.641116
Michael Avenatti,6600.0,US Presidential Election 2020 - Odds To Win,2019-03-20 12:45:30.641116
Mitt Romney,7500.0,US Presidential Election 2020 - Odds To Win,2019-03-20 12:45:30.641116
Oprah Winfrey,7500.0,US Presidential Election 2020 - Odds To Win,2019-03-20 12:45:30.641116
Eric Garcetti,8000.0,US Presidential Election 2020 - Odds To Win,2019-03-20 12:45:30.641116
Marco Rubio,8000.0,US Presidential Election 2020 - Odds To Win,2019-03-20 12:45:30.641116
Orrin Hatch,8000.0,US Presidential Election 2020 - Odds To Win,2019-03-20 12:45:30.641116
Rahm Emanuel,8000.0,US Presidential Election 2020 - Odds To Win,2019-03-20 12:45:30.641116
Tom Wolf,8000.0,US Presidential Election 2020 - Odds To Win,2019-03-20 12:45:30.641116
Andrew Cuomo,10000.0,US Presidential Election 2020 - Odds To Win,2019-03-20 12:45:30.641116
Ben Shapiro,10000.0,US Presidential Election 2020 - Odds To Win,2019-03-20 12:45:30.641116
Bill Gates,10000.0,US Presidential Election 2020 - Odds To Win,2019-03-20 12:45:30.641116
Dwayne 'The Rock' Johnson,10000.0,US Presidential Election 2020 - Odds To Win,2019-03-20 12:45:30.641116
George Clooney,10000.0,US Presidential Election 2020 - Odds To Win,2019-03-20 12:45:30.641116
Joe Kennedy III,10000.0,US Presidential Election 2020 - Odds To Win,2019-03-20 12:45:30.641116
Paul Ryan,10000.0,US Presidential Election 2020 - Odds To Win,2019-03-20 12:45:30.641116
Rand Paul,10000.0,US Presidential Election 2020 - Odds To Win,2019-03-20 12:45:30.641116
Ted Cruz,10000.0,US Presidential Election 2020 - Odds To Win,2019-03-20 12:45:30.641116
Bob Iger,12500.0,US Presidential Election 2020 - Odds To Win,2019-03-20 12:45:30.641116
Chris Murphy,12500.0,US Presidential Election 2020 - Odds To Win,2019-03-20 12:45:30.641116
Hillary Clinton,12500.0,US Presidential Election 2020 - Odds To Win,2019-03-20 12:45:30.641116
Martin O'Malley,12500.0,US Presidential Election 2020 - Odds To Win,2019-03-20 12:45:30.641116
Mitch Landrieu,12500.0,US Presidential Election 2020 - Odds To Win,2019-03-20 12:45:30.641116
Terry McAuliffe,12500.0,US Presidential Election 2020 - Odds To Win,2019-03-20 12:45:30.641116
Tom Steyer,12500.0,US Presidential Election 2020 - Odds To Win,2019-03-20 12:45:30.641116
Ivanka Trump,15000.0,US Presidential Election 2020 - Odds To Win,2019-03-20 12:45:30.641116
Jeb Bush,15000.0,US Presidential Election 2020 - Odds To Win,2019-03-20 12:45:30.641116
Kanye West,15000.0,US Presidential Election 2020 - Odds To Win,2019-03-20 12:45:30.641116
Mark Zuckerberg,15000.0,US Presidential Election 2020 - Odds To Win,2019-03-20 12:45:30.641116
Tammy Duckworth,15000.0,US Presidential Election 2020 - Odds To Win,2019-03-20 12:45:30.641116
Tim Kaine,15000.0,US Presidential Election 2020 - Odds To Win,2019-03-20 12:45:30.641116
Trey Gowdy,15000.0,US Presidential Election 2020 - Odds To Win,2019-03-20 12:45:30.641116
Chelsea Clinton,20000.0,US Presidential Election 2020 - Odds To Win,2019-03-20 12:45:30.641116
Leonardo DiCaprio,20000.0,US Presidential Election 2020 - Odds To Win,2019-03-20 12:45:30.641116
Will Smith,20000.0,US Presidential Election 2020 - Odds To Win,2019-03-20 12:45:30.641116
Joe Rogan,25000.0,US Presidential Election 2020 - Odds To Win,2019-03-20 12:45:30.641116
Tom Brady,25000.0,US Presidential Election 2020 - Odds To Win,2019-03-20 12:45:30.641116
Donald Trump,225.0,US Presidential Election 2020 - Odds To Win,2019-03-21 09:28:43.166119
Bernie Sanders,550.0,US Presidential Election 2020 - Odds To Win,2019-03-21 09:28:43.166119
Kamala Harris,600.0,US Presidential Election 2020 - Odds To Win,2019-03-21 09:28:43.166119
Joe Biden,650.0,US Presidential Election 2020 - Odds To Win,2019-03-21 09:28:43.166119
Beto O'Rourke,900.0,US Presidential Election 2020 - Odds To Win,2019-03-21 09:28:43.166119
Andrew Yang,1800.0,US Presidential Election 2020 - Odds To Win,2019-03-21 09:28:43.166119
Sherrod Brown,2800.0,US Presidential Election 2020 - Odds To Win,2019-03-21 09:28:43.166119
Elizabeth Warren,3000.0,US Presidential Election 2020 - Odds To Win,2019-03-21 09:28:43.166119
Amy Klobuchar,3300.0,US Presidential Election 2020 - Odds To Win,2019-03-21 09:28:43.166119
Cory Booker,3300.0,US Presidential Election 2020 - Odds To Win,2019-03-21 09:28:43.166119
Pete Buttigieg,3300.0,US Presidential Election 2020 - Odds To Win,2019-03-21 09:28:43.166119
Tulsi Gabbard,4000.0,US Presidential Election 2020 - Odds To Win,2019-03-21 09:28:43.166119
Kirsten Gillibrand,4500.0,US Presidential Election 2020 - Odds To Win,2019-03-21 09:28:43.166119
Mike Pence,4500.0,US Presidential Election 2020 - Odds To Win,2019-03-21 09:28:43.166119
Nikki Haley,5000.0,US Presidential Election 2020 - Odds To Win,2019-03-21 09:28:43.166119
John Hickenlooper,6600.0,US Presidential Election 2020 - Odds To Win,2019-03-21 09:28:43.166119
John Kasich,6600.0,US Presidential Election 2020 - Odds To Win,2019-03-21 09:28:43.166119
Michelle Obama,6600.0,US Presidential Election 2020 - Odds To Win,2019-03-21 09:28:43.166119
Howard Schultz,7500.0,US Presidential Election 2020 - Odds To Win,2019-03-21 09:28:43.166119
Julian Castro,7500.0,US Presidential Election 2020 - Odds To Win,2019-03-21 09:28:43.166119
Mitt Romney,8000.0,US Presidential Election 2020 - Odds To Win,2019-03-21 09:28:43.166119
Oprah Winfrey,8000.0,US Presidential Election 2020 - Odds To Win,2019-03-21 09:28:43.166119
