outcomes,bet_price,title,date
John Hickenlooper,20000.0,US Presidential Election 2020 - Odds To Win,2019-08-14 10:39:16.233825
Mitt Romney,20000.0,US Presidential Election 2020 - Odds To Win,2019-08-14 10:39:16.233825
Oprah Winfrey,20000.0,US Presidential Election 2020 - Odds To Win,2019-08-14 10:39:16.233825
Ted Cruz,20000.0,US Presidential Election 2020 - Odds To Win,2019-08-14 10:39:16.233825
Tom Steyer,20000.0,US Presidential Election 2020 - Odds To Win,2019-08-14 10:39:16.233825
Marco Rubio,25000.0,US Presidential Election 2020 - Odds To Win,2019-08-14 10:39:16.233825
Tammy Duckworth,25000.0,US Presidential Election 2020 - Odds To Win,2019-08-14 10:39:16.233825
Trey Gowdy,25000.0,US Presidential Election 2020 - Odds To Win,2019-08-14 10:39:16.233825
Jeb Bush,30000.0,US Presidential Election 2020 - Odds To Win,2019-08-14 10:39:16.233825
Bill De Blasio,50000.0,US Presidential Election 2020 - Odds To Win,2019-08-14 10:39:16.233825
Jay Inslee,50000.0,US Presidential Election 2020 - Odds To Win,2019-08-14 10:39:16.233825
George Clooney,100000.0,US Presidential Election 2020 - Odds To Win,2019-08-14 10:39:16.233825
Ivanka Trump,100000.0,US Presidential Election 2020 - Odds To Win,2019-08-14 10:39:16.233825
Kanye West,100000.0,US Presidential Election 2020 - Odds To Win,2019-08-14 10:39:16.233825
Donald Trump,-105.0,US Presidential Election 2020 - Odds To Win,2019-08-15 13:03:19.456640
Joe Biden,500.0,US Presidential Election 2020 - Odds To Win,2019-08-15 13:03:19.456640
Elizabeth Warren,650.0,US Presidential Election 2020 - Odds To Win,2019-08-15 13:03:19.456640
Bernie Sanders,1000.0,US Presidential Election 2020 - Odds To Win,2019-08-15 13:03:19.456640
Kamala Harris,1000.0,US Presidential Election 2020 - Odds To Win,2019-08-15 13:03:19.456640
Pete Buttigieg,1400.0,US Presidential Election 2020 - Odds To Win,2019-08-15 13:03:19.456640
Andrew Yang,2500.0,US Presidential Election 2020 - Odds To Win,2019-08-15 13:03:19.456640
Tulsi Gabbard,4000.0,US Presidential Election 2020 - Odds To Win,2019-08-15 13:03:19.456640
Cory Booker,6000.0,US Presidential Election 2020 - Odds To Win,2019-08-15 13:03:19.456640
Hillary Clinton,6000.0,US Presidential Election 2020 - Odds To Win,2019-08-15 13:03:19.456640
Mike Pence,8000.0,US Presidential Election 2020 - Odds To Win,2019-08-15 13:03:19.456640
Beto O'Rourke,10000.0,US Presidential Election 2020 - Odds To Win,2019-08-15 13:03:19.456640
Julian Castro,10000.0,US Presidential Election 2020 - Odds To Win,2019-08-15 13:03:19.456640
Nikki Haley,10000.0,US Presidential Election 2020 - Odds To Win,2019-08-15 13:03:19.456640
Amy Klobuchar,12500.0,US Presidential Election 2020 - Odds To Win,2019-08-15 13:03:19.456640
John Kasich,15000.0,US Presidential Election 2020 - Odds To Win,2019-08-15 13:03:19.456640
Kirsten Gillibrand,15000.0,US Presidential Election 2020 - Odds To Win,2019-08-15 13:03:19.456640
Michelle Obama,15000.0,US Presidential Election 2020 - Odds To Win,2019-08-15 13:03:19.456640
Tim Kaine,15000.0,US Presidential Election 2020 - Odds To Win,2019-08-15 13:03:19.456640
Howard Schultz,20000.0,US Presidential Election 2020 - Odds To Win,2019-08-15 13:03:19.456640
John Hickenlooper,20000.0,US Presidential Election 2020 - Odds To Win,2019-08-15 13:03:19.456640
Mitt Romney,20000.0,US Presidential Election 2020 - Odds To Win,2019-08-15 13:03:19.456640
Oprah Winfrey,20000.0,US Presidential Election 2020 - Odds To Win,2019-08-15 13:03:19.456640
Ted Cruz,20000.0,US Presidential Election 2020 - Odds To Win,2019-08-15 13:03:19.456640
Tom Steyer,20000.0,US Presidential Election 2020 - Odds To Win,2019-08-15 13:03:19.456640
Marco Rubio,25000.0,US Presidential Election 2020 - Odds To Win,2019-08-15 13:03:19.456640
Tammy Duckworth,25000.0,US Presidential Election 2020 - Odds To Win,2019-08-15 13:03:19.456640
Trey Gowdy,25000.0,US Presidential Election 2020 - Odds To Win,2019-08-15 13:03:19.456640
Jeb Bush,30000.0,US Presidential Election 2020 - Odds To Win,2019-08-15 13:03:19.456640
Bill De Blasio,50000.0,US Presidential Election 2020 - Odds To Win,2019-08-15 13:03:19.456640
Jay Inslee,50000.0,US Presidential Election 2020 - Odds To Win,2019-08-15 13:03:19.456640
George Clooney,100000.0,US Presidential Election 2020 - Odds To Win,2019-08-15 13:03:19.456640
Ivanka Trump,100000.0,US Presidential Election 2020 - Odds To Win,2019-08-15 13:03:19.456640
Kanye West,100000.0,US Presidential Election 2020 - Odds To Win,2019-08-15 13:03:19.456640
Donald Trump,-105.0,US Presidential Election 2020 - Odds To Win,2019-08-16 13:44:51.557942
Joe Biden,500.0,US Presidential Election 2020 - Odds To Win,2019-08-16 13:44:51.557942
Elizabeth Warren,650.0,US Presidential Election 2020 - Odds To Win,2019-08-16 13:44:51.557942
Bernie Sanders,1000.0,US Presidential Election 2020 - Odds To Win,2019-08-16 13:44:51.557942
Kamala Harris,1000.0,US Presidential Election 2020 - Odds To Win,2019-08-16 13:44:51.557942
Pete Buttigieg,1400.0,US Presidential Election 2020 - Odds To Win,2019-08-16 13:44:51.557942
Andrew Yang,2500.0,US Presidential Election 2020 - Odds To Win,2019-08-16 13:44:51.557942
Tulsi Gabbard,4000.0,US Presidential Election 2020 - Odds To Win,2019-08-16 13:44:51.557942
Cory Booker,6000.0,US Presidential Election 2020 - Odds To Win,2019-08-16 13:44:51.557942
Hillary Clinton,6000.0,US Presidential Election 2020 - Odds To Win,2019-08-16 13:44:51.557942
Mike Pence,8000.0,US Presidential Election 2020 - Odds To Win,2019-08-16 13:44:51.557942
Beto O'Rourke,10000.0,US Presidential Election 2020 - Odds To Win,2019-08-16 13:44:51.557942
Julian Castro,10000.0,US Presidential Election 2020 - Odds To Win,2019-08-16 13:44:51.557942
Nikki Haley,10000.0,US Presidential Election 2020 - Odds To Win,2019-08-16 13:44:51.557942
Amy Klobuchar,12500.0,US Presidential Election 2020 - Odds To Win,2019-08-16 13:44:51.557942
John Kasich,15000.0,US Presidential Election 2020 - Odds To Win,2019-08-16 13:44:51.557942
Kirsten Gillibrand,15000.0,US Presidential Election 2020 - Odds To Win,2019-08-16 13:44:51.557942
Michelle Obama,15000.0,US Presidential Election 2020 - Odds To Win,2019-08-16 13:44:51.557942
Tim Kaine,15000.0,US Presidential Election 2020 - Odds To Win,2019-08-16 13:44:51.557942
Howard Schultz,20000.0,US Presidential Election 2020 - Odds To Win,2019-08-16 13:44:51.557942
John Hickenlooper,20000.0,US Presidential Election 2020 - Odds To Win,2019-08-16 13:44:51.557942
Mitt Romney,20000.0,US Presidential Election 2020 - Odds To Win,2019-08-16 13:44:51.557942
Oprah Winfrey,20000.0,US Presidential Election 2020 - Odds To Win,2019-08-16 13:44:51.557942
Ted Cruz,20000.0,US Presidential Election 2020 - Odds To Win,2019-08-16 13:44:51.557942
Tom Steyer,20000.0,US Presidential Election 2020 - Odds To Win,2019-08-16 13:44:51.557942
Marco Rubio,25000.0,US Presidential Election 2020 - Odds To Win,2019-08-16 13:44:51.557942
Tammy Duckworth,25000.0,US Presidential Election 2020 - Odds To Win,2019-08-16 13:44:51.557942
Trey Gowdy,25000.0,US Presidential Election 2020 - Odds To Win,2019-08-16 13:44:51.557942
Jeb Bush,30000.0,US Presidential Election 2020 - Odds To Win,2019-08-16 13:44:51.557942
Bill De Blasio,50000.0,US Presidential Election 2020 - Odds To Win,2019-08-16 13:44:51.557942
Jay Inslee,50000.0,US Presidential Election 2020 - Odds To Win,2019-08-16 13:44:51.557942
George Clooney,100000.0,US Presidential Election 2020 - Odds To Win,2019-08-16 13:44:51.557942
Ivanka Trump,100000.0,US Presidential Election 2020 - Odds To Win,2019-08-16 13:44:51.557942
Kanye West,100000.0,US Presidential Election 2020 - Odds To Win,2019-08-16 13:44:51.557942
Donald Trump,-105.0,US Presidential Election 2020 - Odds To Win,2019-08-20 10:17:40.833432
Elizabeth Warren,450.0,US Presidential Election 2020 - Odds To Win,2019-08-20 10:17:40.833432
Joe Biden,500.0,US Presidential Election 2020 - Odds To Win,2019-08-20 10:17:40.833432
Bernie Sanders,1000.0,US Presidential Election 2020 - Odds To Win,2019-08-20 10:17:40.833432
Kamala Harris,1000.0,US Presidential Election 2020 - Odds To Win,2019-08-20 10:17:40.833432
Pete Buttigieg,1400.0,US Presidential Election 2020 - Odds To Win,2019-08-20 10:17:40.833432
Andrew Yang,2500.0,US Presidential Election 2020 - Odds To Win,2019-08-20 10:17:40.833432
Tulsi Gabbard,4000.0,US Presidential Election 2020 - Odds To Win,2019-08-20 10:17:40.833432
Cory Booker,6000.0,US Presidential Election 2020 - Odds To Win,2019-08-20 10:17:40.833432
Hillary Clinton,6000.0,US Presidential Election 2020 - Odds To Win,2019-08-20 10:17:40.833432
Mike Pence,8000.0,US Presidential Election 2020 - Odds To Win,2019-08-20 10:17:40.833432
Beto O'Rourke,10000.0,US Presidential Election 2020 - Odds To Win,2019-08-20 10:17:40.833432
Julian Castro,10000.0,US Presidential Election 2020 - Odds To Win,2019-08-20 10:17:40.833432
Nikki Haley,10000.0,US Presidential Election 2020 - Odds To Win,2019-08-20 10:17:40.833432
Amy Klobuchar,12500.0,US Presidential Election 2020 - Odds To Win,2019-08-20 10:17:40.833432
John Kasich,15000.0,US Presidential Election 2020 - Odds To Win,2019-08-20 10:17:40.833432
Kirsten Gillibrand,15000.0,US Presidential Election 2020 - Odds To Win,2019-08-20 10:17:40.833432
Michelle Obama,15000.0,US Presidential Election 2020 - Odds To Win,2019-08-20 10:17:40.833432
Tim Kaine,15000.0,US Presidential Election 2020 - Odds To Win,2019-08-20 10:17:40.833432
Howard Schultz,20000.0,US Presidential Election 2020 - Odds To Win,2019-08-20 10:17:40.833432
Mitt Romney,20000.0,US Presidential Election 2020 - Odds To Win,2019-08-20 10:17:40.833432
Oprah Winfrey,20000.0,US Presidential Election 2020 - Odds To Win,2019-08-20 10:17:40.833432
Ted Cruz,20000.0,US Presidential Election 2020 - Odds To Win,2019-08-20 10:17:40.833432
Tom Steyer,20000.0,US Presidential Election 2020 - Odds To Win,2019-08-20 10:17:40.833432
Marco Rubio,25000.0,US Presidential Election 2020 - Odds To Win,2019-08-20 10:17:40.833432
Tammy Duckworth,25000.0,US Presidential Election 2020 - Odds To Win,2019-08-20 10:17:40.833432
Trey Gowdy,25000.0,US Presidential Election 2020 - Odds To Win,2019-08-20 10:17:40.833432
Jeb Bush,30000.0,US Presidential Election 2020 - Odds To Win,2019-08-20 10:17:40.833432
Bill De Blasio,50000.0,US Presidential Election 2020 - Odds To Win,2019-08-20 10:17:40.833432
Jay Inslee,50000.0,US Presidential Election 2020 - Odds To Win,2019-08-20 10:17:40.833432
George Clooney,100000.0,US Presidential Election 2020 - Odds To Win,2019-08-20 10:17:40.833432
Kanye West,100000.0,US Presidential Election 2020 - Odds To Win,2019-08-20 10:17:40.833432
Donald Trump,110.0,US Presidential Election 2020 - Odds To Win,2019-08-21 09:51:15.416522
Elizabeth Warren,500.0,US Presidential Election 2020 - Odds To Win,2019-08-21 09:51:15.416522
Joe Biden,500.0,US Presidential Election 2020 - Odds To Win,2019-08-21 09:51:15.416522
Bernie Sanders,1000.0,US Presidential Election 2020 - Odds To Win,2019-08-21 09:51:15.416522
Kamala Harris,1400.0,US Presidential Election 2020 - Odds To Win,2019-08-21 09:51:15.416522
Pete Buttigieg,2000.0,US Presidential Election 2020 - Odds To Win,2019-08-21 09:51:15.416522
Andrew Yang,2500.0,US Presidential Election 2020 - Odds To Win,2019-08-21 09:51:15.416522
Tulsi Gabbard,4000.0,US Presidential Election 2020 - Odds To Win,2019-08-21 09:51:15.416522
Cory Booker,6000.0,US Presidential Election 2020 - Odds To Win,2019-08-21 09:51:15.416522
Hillary Clinton,6000.0,US Presidential Election 2020 - Odds To Win,2019-08-21 09:51:15.416522
Mike Pence,8000.0,US Presidential Election 2020 - Odds To Win,2019-08-21 09:51:15.416522
Beto O'Rourke,10000.0,US Presidential Election 2020 - Odds To Win,2019-08-21 09:51:15.416522
Julian Castro,10000.0,US Presidential Election 2020 - Odds To Win,2019-08-21 09:51:15.416522
Nikki Haley,10000.0,US Presidential Election 2020 - Odds To Win,2019-08-21 09:51:15.416522
Amy Klobuchar,12500.0,US Presidential Election 2020 - Odds To Win,2019-08-21 09:51:15.416522
John Kasich,15000.0,US Presidential Election 2020 - Odds To Win,2019-08-21 09:51:15.416522
Kirsten Gillibrand,15000.0,US Presidential Election 2020 - Odds To Win,2019-08-21 09:51:15.416522
Michelle Obama,15000.0,US Presidential Election 2020 - Odds To Win,2019-08-21 09:51:15.416522
Tim Kaine,15000.0,US Presidential Election 2020 - Odds To Win,2019-08-21 09:51:15.416522
Howard Schultz,20000.0,US Presidential Election 2020 - Odds To Win,2019-08-21 09:51:15.416522
Mitt Romney,20000.0,US Presidential Election 2020 - Odds To Win,2019-08-21 09:51:15.416522
Oprah Winfrey,20000.0,US Presidential Election 2020 - Odds To Win,2019-08-21 09:51:15.416522
Ted Cruz,20000.0,US Presidential Election 2020 - Odds To Win,2019-08-21 09:51:15.416522
Tom Steyer,20000.0,US Presidential Election 2020 - Odds To Win,2019-08-21 09:51:15.416522
Marco Rubio,25000.0,US Presidential Election 2020 - Odds To Win,2019-08-21 09:51:15.416522
Tammy Duckworth,25000.0,US Presidential Election 2020 - Odds To Win,2019-08-21 09:51:15.416522
Trey Gowdy,25000.0,US Presidential Election 2020 - Odds To Win,2019-08-21 09:51:15.416522
Jeb Bush,30000.0,US Presidential Election 2020 - Odds To Win,2019-08-21 09:51:15.416522
Bill De Blasio,50000.0,US Presidential Election 2020 - Odds To Win,2019-08-21 09:51:15.416522
Jay Inslee,50000.0,US Presidential Election 2020 - Odds To Win,2019-08-21 09:51:15.416522
George Clooney,100000.0,US Presidential Election 2020 - Odds To Win,2019-08-21 09:51:15.416522
Kanye West,100000.0,US Presidential Election 2020 - Odds To Win,2019-08-21 09:51:15.416522
Donald Trump,110.0,US Presidential Election 2020 - Odds To Win,2019-08-22 10:00:17.105100
Elizabeth Warren,500.0,US Presidential Election 2020 - Odds To Win,2019-08-22 10:00:17.105100
Joe Biden,500.0,US Presidential Election 2020 - Odds To Win,2019-08-22 10:00:17.105100
Bernie Sanders,1000.0,US Presidential Election 2020 - Odds To Win,2019-08-22 10:00:17.105100
Kamala Harris,1400.0,US Presidential Election 2020 - Odds To Win,2019-08-22 10:00:17.105100
Pete Buttigieg,2000.0,US Presidential Election 2020 - Odds To Win,2019-08-22 10:00:17.105100
Andrew Yang,2500.0,US Presidential Election 2020 - Odds To Win,2019-08-22 10:00:17.105100
Tulsi Gabbard,4000.0,US Presidential Election 2020 - Odds To Win,2019-08-22 10:00:17.105100
Cory Booker,6000.0,US Presidential Election 2020 - Odds To Win,2019-08-22 10:00:17.105100
Hillary Clinton,6000.0,US Presidential Election 2020 - Odds To Win,2019-08-22 10:00:17.105100
Mike Pence,8000.0,US Presidential Election 2020 - Odds To Win,2019-08-22 10:00:17.105100
Beto O'Rourke,10000.0,US Presidential Election 2020 - Odds To Win,2019-08-22 10:00:17.105100
Julian Castro,10000.0,US Presidential Election 2020 - Odds To Win,2019-08-22 10:00:17.105100
Nikki Haley,10000.0,US Presidential Election 2020 - Odds To Win,2019-08-22 10:00:17.105100
Amy Klobuchar,12500.0,US Presidential Election 2020 - Odds To Win,2019-08-22 10:00:17.105100
John Kasich,15000.0,US Presidential Election 2020 - Odds To Win,2019-08-22 10:00:17.105100
Kirsten Gillibrand,15000.0,US Presidential Election 2020 - Odds To Win,2019-08-22 10:00:17.105100
Michelle Obama,15000.0,US Presidential Election 2020 - Odds To Win,2019-08-22 10:00:17.105100
Tim Kaine,15000.0,US Presidential Election 2020 - Odds To Win,2019-08-22 10:00:17.105100
Howard Schultz,20000.0,US Presidential Election 2020 - Odds To Win,2019-08-22 10:00:17.105100
Marianne Williamson,20000.0,US Presidential Election 2020 - Odds To Win,2019-08-22 10:00:17.105100
Mitt Romney,20000.0,US Presidential Election 2020 - Odds To Win,2019-08-22 10:00:17.105100
Oprah Winfrey,20000.0,US Presidential Election 2020 - Odds To Win,2019-08-22 10:00:17.105100
Ted Cruz,20000.0,US Presidential Election 2020 - Odds To Win,2019-08-22 10:00:17.105100
Tom Steyer,20000.0,US Presidential Election 2020 - Odds To Win,2019-08-22 10:00:17.105100
Marco Rubio,25000.0,US Presidential Election 2020 - Odds To Win,2019-08-22 10:00:17.105100
Tammy Duckworth,25000.0,US Presidential Election 2020 - Odds To Win,2019-08-22 10:00:17.105100
Trey Gowdy,25000.0,US Presidential Election 2020 - Odds To Win,2019-08-22 10:00:17.105100
Jeb Bush,30000.0,US Presidential Election 2020 - Odds To Win,2019-08-22 10:00:17.105100
Bill De Blasio,50000.0,US Presidential Election 2020 - Odds To Win,2019-08-22 10:00:17.105100
George Clooney,100000.0,US Presidential Election 2020 - Odds To Win,2019-08-22 10:00:17.105100
Kanye West,100000.0,US Presidential Election 2020 - Odds To Win,2019-08-22 10:00:17.105100
Donald Trump,110.0,US Presidential Election 2020 - Odds To Win,2019-08-26 09:24:56.637970
Elizabeth Warren,500.0,US Presidential Election 2020 - Odds To Win,2019-08-26 09:24:56.637970
Joe Biden,500.0,US Presidential Election 2020 - Odds To Win,2019-08-26 09:24:56.637970
Bernie Sanders,1000.0,US Presidential Election 2020 - Odds To Win,2019-08-26 09:24:56.637970
Kamala Harris,1400.0,US Presidential Election 2020 - Odds To Win,2019-08-26 09:24:56.637970
Pete Buttigieg,2000.0,US Presidential Election 2020 - Odds To Win,2019-08-26 09:24:56.637970
Andrew Yang,2500.0,US Presidential Election 2020 - Odds To Win,2019-08-26 09:24:56.637970
Tulsi Gabbard,4000.0,US Presidential Election 2020 - Odds To Win,2019-08-26 09:24:56.637970
Cory Booker,6000.0,US Presidential Election 2020 - Odds To Win,2019-08-26 09:24:56.637970
Hillary Clinton,6000.0,US Presidential Election 2020 - Odds To Win,2019-08-26 09:24:56.637970
Mike Pence,8000.0,US Presidential Election 2020 - Odds To Win,2019-08-26 09:24:56.637970
Beto O'Rourke,10000.0,US Presidential Election 2020 - Odds To Win,2019-08-26 09:24:56.637970
Julian Castro,10000.0,US Presidential Election 2020 - Odds To Win,2019-08-26 09:24:56.637970
Nikki Haley,10000.0,US Presidential Election 2020 - Odds To Win,2019-08-26 09:24:56.637970
Amy Klobuchar,12500.0,US Presidential Election 2020 - Odds To Win,2019-08-26 09:24:56.637970
John Kasich,15000.0,US Presidential Election 2020 - Odds To Win,2019-08-26 09:24:56.637970
Kirsten Gillibrand,15000.0,US Presidential Election 2020 - Odds To Win,2019-08-26 09:24:56.637970
Michelle Obama,15000.0,US Presidential Election 2020 - Odds To Win,2019-08-26 09:24:56.637970
Tim Kaine,15000.0,US Presidential Election 2020 - Odds To Win,2019-08-26 09:24:56.637970
Howard Schultz,20000.0,US Presidential Election 2020 - Odds To Win,2019-08-26 09:24:56.637970
Marianne Williamson,20000.0,US Presidential Election 2020 - Odds To Win,2019-08-26 09:24:56.637970
Mitt Romney,20000.0,US Presidential Election 2020 - Odds To Win,2019-08-26 09:24:56.637970
Oprah Winfrey,20000.0,US Presidential Election 2020 - Odds To Win,2019-08-26 09:24:56.637970
Ted Cruz,20000.0,US Presidential Election 2020 - Odds To Win,2019-08-26 09:24:56.637970
Tom Steyer,20000.0,US Presidential Election 2020 - Odds To Win,2019-08-26 09:24:56.637970
Marco Rubio,25000.0,US Presidential Election 2020 - Odds To Win,2019-08-26 09:24:56.637970
Tammy Duckworth,25000.0,US Presidential Election 2020 - Odds To Win,2019-08-26 09:24:56.637970
Trey Gowdy,25000.0,US Presidential Election 2020 - Odds To Win,2019-08-26 09:24:56.637970
Jeb Bush,30000.0,US Presidential Election 2020 - Odds To Win,2019-08-26 09:24:56.637970
Bill De Blasio,50000.0,US Presidential Election 2020 - Odds To Win,2019-08-26 09:24:56.637970
George Clooney,100000.0,US Presidential Election 2020 - Odds To Win,2019-08-26 09:24:56.637970
Kanye West,100000.0,US Presidential Election 2020 - Odds To Win,2019-08-26 09:24:56.637970
Donald Trump,110.0,US Presidential Election 2020 - Odds To Win,2019-08-28 12:39:54.778393
Elizabeth Warren,450.0,US Presidential Election 2020 - Odds To Win,2019-08-28 12:39:54.778393
Joe Biden,500.0,US Presidential Election 2020 - Odds To Win,2019-08-28 12:39:54.778393
Bernie Sanders,1000.0,US Presidential Election 2020 - Odds To Win,2019-08-28 12:39:54.778393
Kamala Harris,1600.0,US Presidential Election 2020 - Odds To Win,2019-08-28 12:39:54.778393
Andrew Yang,2500.0,US Presidential Election 2020 - Odds To Win,2019-08-28 12:39:54.778393
Pete Buttigieg,2500.0,US Presidential Election 2020 - Odds To Win,2019-08-28 12:39:54.778393
Tulsi Gabbard,4000.0,US Presidential Election 2020 - Odds To Win,2019-08-28 12:39:54.778393
Cory Booker,6000.0,US Presidential Election 2020 - Odds To Win,2019-08-28 12:39:54.778393
Hillary Clinton,6000.0,US Presidential Election 2020 - Odds To Win,2019-08-28 12:39:54.778393
Mike Pence,8000.0,US Presidential Election 2020 - Odds To Win,2019-08-28 12:39:54.778393
Beto O'Rourke,10000.0,US Presidential Election 2020 - Odds To Win,2019-08-28 12:39:54.778393
Julian Castro,10000.0,US Presidential Election 2020 - Odds To Win,2019-08-28 12:39:54.778393
Nikki Haley,10000.0,US Presidential Election 2020 - Odds To Win,2019-08-28 12:39:54.778393
Amy Klobuchar,12500.0,US Presidential Election 2020 - Odds To Win,2019-08-28 12:39:54.778393
John Kasich,15000.0,US Presidential Election 2020 - Odds To Win,2019-08-28 12:39:54.778393
Kirsten Gillibrand,15000.0,US Presidential Election 2020 - Odds To Win,2019-08-28 12:39:54.778393
Michelle Obama,15000.0,US Presidential Election 2020 - Odds To Win,2019-08-28 12:39:54.778393
Tim Kaine,15000.0,US Presidential Election 2020 - Odds To Win,2019-08-28 12:39:54.778393
Howard Schultz,20000.0,US Presidential Election 2020 - Odds To Win,2019-08-28 12:39:54.778393
Marianne Williamson,20000.0,US Presidential Election 2020 - Odds To Win,2019-08-28 12:39:54.778393
Mitt Romney,20000.0,US Presidential Election 2020 - Odds To Win,2019-08-28 12:39:54.778393
Oprah Winfrey,20000.0,US Presidential Election 2020 - Odds To Win,2019-08-28 12:39:54.778393
Ted Cruz,20000.0,US Presidential Election 2020 - Odds To Win,2019-08-28 12:39:54.778393
Tom Steyer,20000.0,US Presidential Election 2020 - Odds To Win,2019-08-28 12:39:54.778393
Marco Rubio,25000.0,US Presidential Election 2020 - Odds To Win,2019-08-28 12:39:54.778393
Tammy Duckworth,25000.0,US Presidential Election 2020 - Odds To Win,2019-08-28 12:39:54.778393
Trey Gowdy,25000.0,US Presidential Election 2020 - Odds To Win,2019-08-28 12:39:54.778393
Jeb Bush,30000.0,US Presidential Election 2020 - Odds To Win,2019-08-28 12:39:54.778393
Bill De Blasio,50000.0,US Presidential Election 2020 - Odds To Win,2019-08-28 12:39:54.778393
George Clooney,100000.0,US Presidential Election 2020 - Odds To Win,2019-08-28 12:39:54.778393
Kanye West,100000.0,US Presidential Election 2020 - Odds To Win,2019-08-28 12:39:54.778393
Donald Trump,110.0,US Presidential Election 2020 - Odds To Win,2019-08-29 13:34:26.908894
Elizabeth Warren,450.0,US Presidential Election 2020 - Odds To Win,2019-08-29 13:34:26.908894
Joe Biden,500.0,US Presidential Election 2020 - Odds To Win,2019-08-29 13:34:26.908894
Bernie Sanders,1000.0,US Presidential Election 2020 - Odds To Win,2019-08-29 13:34:26.908894
Kamala Harris,1600.0,US Presidential Election 2020 - Odds To Win,2019-08-29 13:34:26.908894
Andrew Yang,2500.0,US Presidential Election 2020 - Odds To Win,2019-08-29 13:34:26.908894
Pete Buttigieg,2500.0,US Presidential Election 2020 - Odds To Win,2019-08-29 13:34:26.908894
Tulsi Gabbard,4000.0,US Presidential Election 2020 - Odds To Win,2019-08-29 13:34:26.908894
Cory Booker,6000.0,US Presidential Election 2020 - Odds To Win,2019-08-29 13:34:26.908894
Hillary Clinton,6000.0,US Presidential Election 2020 - Odds To Win,2019-08-29 13:34:26.908894
Mike Pence,8000.0,US Presidential Election 2020 - Odds To Win,2019-08-29 13:34:26.908894
Beto O'Rourke,10000.0,US Presidential Election 2020 - Odds To Win,2019-08-29 13:34:26.908894
Julian Castro,10000.0,US Presidential Election 2020 - Odds To Win,2019-08-29 13:34:26.908894
Nikki Haley,10000.0,US Presidential Election 2020 - Odds To Win,2019-08-29 13:34:26.908894
Amy Klobuchar,12500.0,US Presidential Election 2020 - Odds To Win,2019-08-29 13:34:26.908894
John Kasich,15000.0,US Presidential Election 2020 - Odds To Win,2019-08-29 13:34:26.908894
Kirsten Gillibrand,15000.0,US Presidential Election 2020 - Odds To Win,2019-08-29 13:34:26.908894
Michelle Obama,15000.0,US Presidential Election 2020 - Odds To Win,2019-08-29 13:34:26.908894
Tim Kaine,15000.0,US Presidential Election 2020 - Odds To Win,2019-08-29 13:34:26.908894
Howard Schultz,20000.0,US Presidential Election 2020 - Odds To Win,2019-08-29 13:34:26.908894
Marianne Williamson,20000.0,US Presidential Election 2020 - Odds To Win,2019-08-29 13:34:26.908894
Mitt Romney,20000.0,US Presidential Election 2020 - Odds To Win,2019-08-29 13:34:26.908894
Oprah Winfrey,20000.0,US Presidential Election 2020 - Odds To Win,2019-08-29 13:34:26.908894
Ted Cruz,20000.0,US Presidential Election 2020 - Odds To Win,2019-08-29 13:34:26.908894
Tom Steyer,20000.0,US Presidential Election 2020 - Odds To Win,2019-08-29 13:34:26.908894
Marco Rubio,25000.0,US Presidential Election 2020 - Odds To Win,2019-08-29 13:34:26.908894
Tammy Duckworth,25000.0,US Presidential Election 2020 - Odds To Win,2019-08-29 13:34:26.908894
Trey Gowdy,25000.0,US Presidential Election 2020 - Odds To Win,2019-08-29 13:34:26.908894
Jeb Bush,30000.0,US Presidential Election 2020 - Odds To Win,2019-08-29 13:34:26.908894
Bill De Blasio,50000.0,US Presidential Election 2020 - Odds To Win,2019-08-29 13:34:26.908894
George Clooney,100000.0,US Presidential Election 2020 - Odds To Win,2019-08-29 13:34:26.908894
Kanye West,100000.0,US Presidential Election 2020 - Odds To Win,2019-08-29 13:34:26.908894
Donald Trump,110.0,US Presidential Election 2020 - Odds To Win,2019-09-05 14:31:49.693298
Elizabeth Warren,425.0,US Presidential Election 2020 - Odds To Win,2019-09-05 14:31:49.693298
Joe Biden,500.0,US Presidential Election 2020 - Odds To Win,2019-09-05 14:31:49.693298
Bernie Sanders,900.0,US Presidential Election 2020 - Odds To Win,2019-09-05 14:31:49.693298
Kamala Harris,1600.0,US Presidential Election 2020 - Odds To Win,2019-09-05 14:31:49.693298
Andrew Yang,2500.0,US Presidential Election 2020 - Odds To Win,2019-09-05 14:31:49.693298
Pete Buttigieg,2500.0,US Presidential Election 2020 - Odds To Win,2019-09-05 14:31:49.693298
Tulsi Gabbard,4000.0,US Presidential Election 2020 - Odds To Win,2019-09-05 14:31:49.693298
Cory Booker,6000.0,US Presidential Election 2020 - Odds To Win,2019-09-05 14:31:49.693298
Hillary Clinton,6000.0,US Presidential Election 2020 - Odds To Win,2019-09-05 14:31:49.693298
Mike Pence,8000.0,US Presidential Election 2020 - Odds To Win,2019-09-05 14:31:49.693298
Beto O'Rourke,10000.0,US Presidential Election 2020 - Odds To Win,2019-09-05 14:31:49.693298
Julian Castro,10000.0,US Presidential Election 2020 - Odds To Win,2019-09-05 14:31:49.693298
Nikki Haley,10000.0,US Presidential Election 2020 - Odds To Win,2019-09-05 14:31:49.693298
Amy Klobuchar,12500.0,US Presidential Election 2020 - Odds To Win,2019-09-05 14:31:49.693298
